100
100
T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.764242		2.170505		0.010060
0.766667		2.170505		0.010295
0.769091		2.170505		0.010535
0.771515		2.170505		0.010780
0.773939		2.170505		0.011031
0.776364		2.170505		0.011286
0.778788		2.170505		0.011547
0.781212		2.170505		0.011813
0.783636		2.170505		0.012084
0.786061		2.170505		0.012361
0.788485		2.170505		0.012643
0.790909		2.170505		0.012931
0.793333		2.170505		0.013225
0.795758		2.170505		0.013524
0.798182		2.170505		0.013830
0.800606		2.170505		0.014142
0.803030		2.170505		0.014460
0.805455		2.170505		0.014784
0.807879		2.170505		0.015115
0.810303		2.170505		0.015452
0.812727		2.170505		0.015796
0.815152		2.170505		0.016147
0.817576		2.170505		0.016504
0.820000		2.170505		0.016869
0.580000		2.197980		0.001406
0.582424		2.197980		0.001449
0.584848		2.197980		0.001493
0.587273		2.197980		0.001537
0.589697		2.197980		0.001583
0.592121		2.197980		0.001631
0.594545		2.197980		0.001679
0.596970		2.197980		0.001729
0.599394		2.197980		0.001779
0.601818		2.197980		0.001832
0.604242		2.197980		0.001885
0.606667		2.197980		0.001940
0.609091		2.197980		0.001996
0.611515		2.197980		0.002053
0.613939		2.197980		0.002112
0.616364		2.197980		0.002172
0.618788		2.197980		0.002234
0.621212		2.197980		0.002297
0.623636		2.197980		0.002362
0.626061		2.197980		0.002429
0.628485		2.197980		0.002497
0.630909		2.197980		0.002566
0.633333		2.197980		0.002638
0.635758		2.197980		0.002710
0.638182		2.197980		0.002785
0.640606		2.197980		0.002862
0.643030		2.197980		0.002940
0.645455		2.197980		0.003020
0.647879		2.197980		0.003102
0.650303		2.197980		0.003186
0.652727		2.197980		0.003272
0.655152		2.197980		0.003360
0.657576		2.197980		0.003450
0.660000		2.197980		0.003542
0.662424		2.197980		0.003636
0.664848		2.197980		0.003732
0.667273		2.197980		0.003831
0.669697		2.197980		0.003932
0.672121		2.197980		0.004035
0.674545		2.197980		0.004140
0.676970		2.197980		0.004248
0.679394		2.197980		0.004358
0.681818		2.197980		0.004471
0.684242		2.197980		0.004587
0.686667		2.197980		0.004704
0.689091		2.197980		0.004825
0.691515		2.197980		0.004948
0.693939		2.197980		0.005074
0.696364		2.197980		0.005203
0.698788		2.197980		0.005335
0.701212		2.197980		0.005469
0.703636		2.197980		0.005607
0.706061		2.197980		0.005747
0.708485		2.197980		0.005891
0.710909		2.197980		0.006038
0.713333		2.197980		0.006188
0.715758		2.197980		0.006341
0.718182		2.197980		0.006498
0.720606		2.197980		0.006658
0.723030		2.197980		0.006821
0.725455		2.197980		0.006988
0.727879		2.197980		0.007159
0.730303		2.197980		0.007333
0.732727		2.197980		0.007511
0.735152		2.197980		0.007692
0.737576		2.197980		0.007878
0.740000		2.197980		0.008067
0.742424		2.197980		0.008261
0.744848		2.197980		0.008458
0.747273		2.197980		0.008660
0.749697		2.197980		0.008866
0.752121		2.197980		0.009076
0.754545		2.197980		0.009291
0.756970		2.197980		0.009510
0.759394		2.197980		0.009734
0.761818		2.197980		0.009962
0.764242		2.197980		0.010195
0.766667		2.197980		0.010433
0.769091		2.197980		0.010675
0.771515		2.197980		0.010923
0.773939		2.197980		0.011176
0.776364		2.197980		0.011434
0.778788		2.197980		0.011697
0.781212		2.197980		0.011965
0.783636		2.197980		0.012239
0.786061		2.197980		0.012518
0.788485		2.197980		0.012803
0.790909		2.197980		0.013094
0.793333		2.197980		0.013391
0.795758		2.197980		0.013693
0.798182		2.197980		0.014002
0.800606		2.197980		0.014316
0.803030		2.197980		0.014637
0.805455		2.197980		0.014964
0.807879		2.197980		0.015298
0.810303		2.197980		0.015638
0.812727		2.197980		0.015985
0.815152		2.197980		0.016339
0.817576		2.197980		0.016699
0.820000		2.197980		0.017067
0.580000		2.225455		0.001437
0.582424		2.225455		0.001480
0.584848		2.225455		0.001525
0.587273		2.225455		0.001571
0.589697		2.225455		0.001617
0.592121		2.225455		0.001665
0.594545		2.225455		0.001714
0.596970		2.225455		0.001765
0.599394		2.225455		0.001816
0.601818		2.225455		0.001869
0.604242		2.225455		0.001923
0.606667		2.225455		0.001979
0.609091		2.225455		0.002036
0.611515		2.225455		0.002094
0.613939		2.225455		0.002154
0.616364		2.225455		0.002215
0.618788		2.225455		0.002278
0.621212		2.225455		0.002342
0.623636		2.225455		0.002408
0.626061		2.225455		0.002475
0.628485		2.225455		0.002544
0.630909		2.225455		0.002614
0.633333		2.225455		0.002687
0.635758		2.225455		0.002761
0.638182		2.225455		0.002836
0.640606		2.225455		0.002914
0.643030		2.225455		0.002993
0.645455		2.225455		0.003074
0.647879		2.225455		0.003158
0.650303		2.225455		0.003243
0.652727		2.225455		0.003330
0.655152		2.225455		0.003419
0.657576		2.225455		0.003510
0.660000		2.225455		0.003603
0.662424		2.225455		0.003699
0.664848		2.225455		0.003796
0.667273		2.225455		0.003896
0.669697		2.225455		0.003998
0.672121		2.225455		0.004102
0.674545		2.225455		0.004209
0.676970		2.225455		0.004318
0.679394		2.225455		0.004430
0.681818		2.225455		0.004544
0.684242		2.225455		0.004661
0.686667		2.225455		0.004780
0.689091		2.225455		0.004902
0.691515		2.225455		0.005027
0.693939		2.225455		0.005155
0.696364		2.225455		0.005285
0.698788		2.225455		0.005418
0.701212		2.225455		0.005554
0.703636		2.225455		0.005693
0.706061		2.225455		0.005836
0.708485		2.225455		0.005981
0.710909		2.225455		0.006129
0.713333		2.225455		0.006281
0.715758		2.225455		0.006436
0.718182		2.225455		0.006595
0.720606		2.225455		0.006756
0.723030		2.225455		0.006922
0.725455		2.225455		0.007090
0.727879		2.225455		0.007263
0.730303		2.225455		0.007439
0.732727		2.225455		0.007619
0.735152		2.225455		0.007802
0.737576		2.225455		0.007990
0.740000		2.225455		0.008181
0.742424		2.225455		0.008377
0.744848		2.225455		0.008577
0.747273		2.225455		0.008780
0.749697		2.225455		0.008988
0.752121		2.225455		0.009201
0.754545		2.225455		0.009418
0.756970		2.225455		0.009639
0.759394		2.225455		0.009865
0.761818		2.225455		0.010096
0.764242		2.225455		0.010331
0.766667		2.225455		0.010571
0.769091		2.225455		0.010816
0.771515		2.225455		0.011066
0.773939		2.225455		0.011321
0.776364		2.225455		0.011582
0.778788		2.225455		0.011847
0.781212		2.225455		0.012118
0.783636		2.225455		0.012395
0.786061		2.225455		0.012677
0.788485		2.225455		0.012965
0.790909		2.225455		0.013258
0.793333		2.225455		0.013557
0.795758		2.225455		0.013863
0.798182		2.225455		0.014174
0.800606		2.225455		0.014491
0.803030		2.225455		0.014815
0.805455		2.225455		0.015145
0.807879		2.225455		0.015482
0.810303		2.225455		0.015825
0.812727		2.225455		0.016175
0.815152		2.225455		0.016532
0.817576		2.225455		0.016895
0.820000		2.225455		0.017266
0.580000		2.252929		0.001468
0.582424		2.252929		0.001512
0.584848		2.252929		0.001557
0.587273		2.252929		0.001604
0.589697		2.252929		0.001651
0.592121		2.252929		0.001700
0.594545		2.252929		0.001750
0.596970		2.252929		0.001801
0.599394		2.252929		0.001853
0.601818		2.252929		0.001907
0.604242		2.252929		0.001962
0.606667		2.252929		0.002018
0.609091		2.252929		0.002076
0.611515		2.252929		0.002135
0.613939		2.252929		0.002196
0.616364		2.252929		0.002258
0.618788		2.252929		0.002321
0.621212		2.252929		0.002386
0.623636		2.252929		0.002453
0.626061		2.252929		0.002521
0.628485		2.252929		0.002591
0.630909		2.252929		0.002663
0.633333		2.252929		0.002736
0.635758		2.252929		0.002811
0.638182		2.252929		0.002888
0.640606		2.252929		0.002966
0.643030		2.252929		0.003047
0.645455		2.252929		0.003129
0.647879		2.252929		0.003213
0.650303		2.252929		0.003299
0.652727		2.252929		0.003388
0.655152		2.252929		0.003478
0.657576		2.252929		0.003570
0.660000		2.252929		0.003665
0.662424		2.252929		0.003761
0.664848		2.252929		0.003860
0.667273		2.252929		0.003961
0.669697		2.252929		0.004064
0.672121		2.252929		0.004170
0.674545		2.252929		0.004278
0.676970		2.252929		0.004389
0.679394		2.252929		0.004502
0.681818		2.252929		0.004617
0.684242		2.252929		0.004736
0.686667		2.252929		0.004856
0.689091		2.252929		0.004980
0.691515		2.252929		0.005106
0.693939		2.252929		0.005235
0.696364		2.252929		0.005367
0.698788		2.252929		0.005502
0.701212		2.252929		0.005640
0.703636		2.252929		0.005780
0.706061		2.252929		0.005924
0.708485		2.252929		0.006071
0.710909		2.252929		0.006221
0.713333		2.252929		0.006375
0.715758		2.252929		0.006532
0.718182		2.252929		0.006692
0.720606		2.252929		0.006855
0.723030		2.252929		0.007022
0.725455		2.252929		0.007193
0.727879		2.252929		0.007367
0.730303		2.252929		0.007545
0.732727		2.252929		0.007727
0.735152		2.252929		0.007913
0.737576		2.252929		0.008102
0.740000		2.252929		0.008296
0.742424		2.252929		0.008493
0.744848		2.252929		0.008695
0.747273		2.252929		0.008901
0.749697		2.252929		0.009111
0.752121		2.252929		0.009326
0.754545		2.252929		0.009545
0.756970		2.252929		0.009769
0.759394		2.252929		0.009997
0.761818		2.252929		0.010230
0.764242		2.252929		0.010467
0.766667		2.252929		0.010710
0.769091		2.252929		0.010957
0.771515		2.252929		0.011210
0.773939		2.252929		0.011468
0.776364		2.252929		0.011731
0.778788		2.252929		0.011999
0.781212		2.252929		0.012272
0.783636		2.252929		0.012551
0.786061		2.252929		0.012836
0.788485		2.252929		0.013126
0.790909		2.252929		0.013423
0.793333		2.252929		0.013725
0.795758		2.252929		0.014033
0.798182		2.252929		0.014347
0.800606		2.252929		0.014667
0.803030		2.252929		0.014994
0.805455		2.252929		0.015327
0.807879		2.252929		0.015667
0.810303		2.252929		0.016013
0.812727		2.252929		0.016366
0.815152		2.252929		0.016726
0.817576		2.252929		0.017093
0.820000		2.252929		0.017466
0.580000		2.280404		0.001499
0.582424		2.280404		0.001544
0.584848		2.280404		0.001590
0.587273		2.280404		0.001637
0.589697		2.280404		0.001685
0.592121		2.280404		0.001734
0.594545		2.280404		0.001785
0.596970		2.280404		0.001837
0.599394		2.280404		0.001890
0.601818		2.280404		0.001945
0.604242		2.280404		0.002000
0.606667		2.280404		0.002057
0.609091		2.280404		0.002116
0.611515		2.280404		0.002176
0.613939		2.280404		0.002237
0.616364		2.280404		0.002300
0.618788		2.280404		0.002365
0.621212		2.280404		0.002431
0.623636		2.280404		0.002498
0.626061		2.280404		0.002568
0.628485		2.280404		0.002638
0.630909		2.280404		0.002711
0.633333		2.280404		0.002785
0.635758		2.280404		0.002861
0.638182		2.280404		0.002939
0.640606		2.280404		0.003019
0.643030		2.280404		0.003100
0.645455		2.280404		0.003184
0.647879		2.280404		0.003269
0.650303		2.280404		0.003356
0.652727		2.280404		0.003446
0.655152		2.280404		0.003537
0.657576		2.280404		0.003630
0.660000		2.280404		0.003726
0.662424		2.280404		0.003824
0.664848		2.280404		0.003924
0.667273		2.280404		0.004026
0.669697		2.280404		0.004131
0.672121		2.280404		0.004238
0.674545		2.280404		0.004347
0.676970		2.280404		0.004459
0.679394		2.280404		0.004574
0.681818		2.280404		0.004691
0.684242		2.280404		0.004810
0.686667		2.280404		0.004933
0.689091		2.280404		0.005058
0.691515		2.280404		0.005185
0.693939		2.280404		0.005316
0.696364		2.280404		0.005449
0.698788		2.280404		0.005586
0.701212		2.280404		0.005725
0.703636		2.280404		0.005867
0.706061		2.280404		0.006013
0.708485		2.280404		0.006162
0.710909		2.280404		0.006313
0.713333		2.280404		0.006469
0.715758		2.280404		0.006627
0.718182		2.280404		0.006789
0.720606		2.280404		0.006954
0.723030		2.280404		0.007123
0.725455		2.280404		0.007296
0.727879		2.280404		0.007472
0.730303		2.280404		0.007652
0.732727		2.280404		0.007836
0.735152		2.280404		0.008023
0.737576		2.280404		0.008215
0.740000		2.280404		0.008411
0.742424		2.280404		0.008610
0.744848		2.280404		0.008814
0.747273		2.280404		0.009022
0.749697		2.280404		0.009235
0.752121		2.280404		0.009451
0.754545		2.280404		0.009673
0.756970		2.280404		0.009899
0.759394		2.280404		0.010129
0.761818		2.280404		0.010364
0.764242		2.280404		0.010604
0.766667		2.280404		0.010849
0.769091		2.280404		0.011099
0.771515		2.280404		0.011354
0.773939		2.280404		0.011615
0.776364		2.280404		0.011880
0.778788		2.280404		0.012151
0.781212		2.280404		0.012427
0.783636		2.280404		0.012709
0.786061		2.280404		0.012996
0.788485		2.280404		0.013289
0.790909		2.280404		0.013588
0.793333		2.280404		0.013893
0.795758		2.280404		0.014204
0.798182		2.280404		0.014521
0.800606		2.280404		0.014844
0.803030		2.280404		0.015174
0.805455		2.280404		0.015510
0.807879		2.280404		0.015852
0.810303		2.280404		0.016202
0.812727		2.280404		0.016558
0.815152		2.280404		0.016921
0.817576		2.280404		0.017291
0.820000		2.280404		0.017668
0.580000		2.307879		0.001530
0.582424		2.307879		0.001576
0.584848		2.307879		0.001622
0.587273		2.307879		0.001670
0.589697		2.307879		0.001719
0.592121		2.307879		0.001769
0.594545		2.307879		0.001820
0.596970		2.307879		0.001873
0.599394		2.307879		0.001927
0.601818		2.307879		0.001982
0.604242		2.307879		0.002039
0.606667		2.307879		0.002097
0.609091		2.307879		0.002156
0.611515		2.307879		0.002217
0.613939		2.307879		0.002279
0.616364		2.307879		0.002343
0.618788		2.307879		0.002409
0.621212		2.307879		0.002475
0.623636		2.307879		0.002544
0.626061		2.307879		0.002614
0.628485		2.307879		0.002686
0.630909		2.307879		0.002759
0.633333		2.307879		0.002835
0.635758		2.307879		0.002912
0.638182		2.307879		0.002990
0.640606		2.307879		0.003071
0.643030		2.307879		0.003154
0.645455		2.307879		0.003238
0.647879		2.307879		0.003325
0.650303		2.307879		0.003413
0.652727		2.307879		0.003504
0.655152		2.307879		0.003596
0.657576		2.307879		0.003691
0.660000		2.307879		0.003788
0.662424		2.307879		0.003887
0.664848		2.307879		0.003988
0.667273		2.307879		0.004092
0.669697		2.307879		0.004198
0.672121		2.307879		0.004306
0.674545		2.307879		0.004417
0.676970		2.307879		0.004530
0.679394		2.307879		0.004646
0.681818		2.307879		0.004764
0.684242		2.307879		0.004885
0.686667		2.307879		0.005009
0.689091		2.307879		0.005136
0.691515		2.307879		0.005265
0.693939		2.307879		0.005397
0.696364		2.307879		0.005532
0.698788		2.307879		0.005670
0.701212		2.307879		0.005811
0.703636		2.307879		0.005955
0.706061		2.307879		0.006102
0.708485		2.307879		0.006252
0.710909		2.307879		0.006406
0.713333		2.307879		0.006563
0.715758		2.307879		0.006723
0.718182		2.307879		0.006887
0.720606		2.307879		0.007054
0.723030		2.307879		0.007225
0.725455		2.307879		0.007399
0.727879		2.307879		0.007577
0.730303		2.307879		0.007759
0.732727		2.307879		0.007945
0.735152		2.307879		0.008135
0.737576		2.307879		0.008328
0.740000		2.307879		0.008526
0.742424		2.307879		0.008728
0.744848		2.307879		0.008934
0.747273		2.307879		0.009144
0.749697		2.307879		0.009359
0.752121		2.307879		0.009578
0.754545		2.307879		0.009801
0.756970		2.307879		0.010029
0.759394		2.307879		0.010262
0.761818		2.307879		0.010500
0.764242		2.307879		0.010742
0.766667		2.307879		0.010990
0.769091		2.307879		0.011242
0.771515		2.307879		0.011499
0.773939		2.307879		0.011762
0.776364		2.307879		0.012030
0.778788		2.307879		0.012304
0.781212		2.307879		0.012582
0.783636		2.307879		0.012867
0.786061		2.307879		0.013157
0.788485		2.307879		0.013453
0.790909		2.307879		0.013754
0.793333		2.307879		0.014062
0.795758		2.307879		0.014376
0.798182		2.307879		0.014696
0.800606		2.307879		0.015022
0.803030		2.307879		0.015355
0.805455		2.307879		0.015694
0.807879		2.307879		0.016039
0.810303		2.307879		0.016392
0.812727		2.307879		0.016751
0.815152		2.307879		0.017117
0.817576		2.307879		0.017490
0.820000		2.307879		0.017871
0.580000		2.335354		0.001562
0.582424		2.335354		0.001608
0.584848		2.335354		0.001655
0.587273		2.335354		0.001703
0.589697		2.335354		0.001753
0.592121		2.335354		0.001804
0.594545		2.335354		0.001856
0.596970		2.335354		0.001909
0.599394		2.335354		0.001964
0.601818		2.335354		0.002020
0.604242		2.335354		0.002077
0.606667		2.335354		0.002136
0.609091		2.335354		0.002196
0.611515		2.335354		0.002258
0.613939		2.335354		0.002321
0.616364		2.335354		0.002386
0.618788		2.335354		0.002452
0.621212		2.335354		0.002520
0.623636		2.335354		0.002590
0.626061		2.335354		0.002661
0.628485		2.335354		0.002733
0.630909		2.335354		0.002808
0.633333		2.335354		0.002884
0.635758		2.335354		0.002962
0.638182		2.335354		0.003042
0.640606		2.335354		0.003124
0.643030		2.335354		0.003207
0.645455		2.335354		0.003293
0.647879		2.335354		0.003381
0.650303		2.335354		0.003470
0.652727		2.335354		0.003562
0.655152		2.335354		0.003655
0.657576		2.335354		0.003751
0.660000		2.335354		0.003849
0.662424		2.335354		0.003950
0.664848		2.335354		0.004052
0.667273		2.335354		0.004157
0.669697		2.335354		0.004265
0.672121		2.335354		0.004374
0.674545		2.335354		0.004486
0.676970		2.335354		0.004601
0.679394		2.335354		0.004718
0.681818		2.335354		0.004838
0.684242		2.335354		0.004961
0.686667		2.335354		0.005086
0.689091		2.335354		0.005214
0.691515		2.335354		0.005344
0.693939		2.335354		0.005478
0.696364		2.335354		0.005615
0.698788		2.335354		0.005754
0.701212		2.335354		0.005897
0.703636		2.335354		0.006042
0.706061		2.335354		0.006191
0.708485		2.335354		0.006343
0.710909		2.335354		0.006499
0.713333		2.335354		0.006657
0.715758		2.335354		0.006819
0.718182		2.335354		0.006985
0.720606		2.335354		0.007154
0.723030		2.335354		0.007327
0.725455		2.335354		0.007503
0.727879		2.335354		0.007683
0.730303		2.335354		0.007867
0.732727		2.335354		0.008055
0.735152		2.335354		0.008246
0.737576		2.335354		0.008442
0.740000		2.335354		0.008642
0.742424		2.335354		0.008846
0.744848		2.335354		0.009054
0.747273		2.335354		0.009266
0.749697		2.335354		0.009483
0.752121		2.335354		0.009704
0.754545		2.335354		0.009930
0.756970		2.335354		0.010161
0.759394		2.335354		0.010396
0.761818		2.335354		0.010636
0.764242		2.335354		0.010881
0.766667		2.335354		0.011130
0.769091		2.335354		0.011385
0.771515		2.335354		0.011645
0.773939		2.335354		0.011911
0.776364		2.335354		0.012181
0.778788		2.335354		0.012457
0.781212		2.335354		0.012739
0.783636		2.335354		0.013026
0.786061		2.335354		0.013319
0.788485		2.335354		0.013617
0.790909		2.335354		0.013922
0.793333		2.335354		0.014232
0.795758		2.335354		0.014549
0.798182		2.335354		0.014872
0.800606		2.335354		0.015201
0.803030		2.335354		0.015536
0.805455		2.335354		0.015878
0.807879		2.335354		0.016227
0.810303		2.335354		0.016583
0.812727		2.335354		0.016945
0.815152		2.335354		0.017314
0.817576		2.335354		0.017691
0.820000		2.335354		0.018075
0.580000		2.362828		0.001593
0.582424		2.362828		0.001640
0.584848		2.362828		0.001688
0.587273		2.362828		0.001737
0.589697		2.362828		0.001787
0.592121		2.362828		0.001839
0.594545		2.362828		0.001891
0.596970		2.362828		0.001946
0.599394		2.362828		0.002001
0.601818		2.362828		0.002058
0.604242		2.362828		0.002116
0.606667		2.362828		0.002176
0.609091		2.362828		0.002237
0.611515		2.362828		0.002299
0.613939		2.362828		0.002363
0.616364		2.362828		0.002429
0.618788		2.362828		0.002496
0.621212		2.362828		0.002565
0.623636		2.362828		0.002635
0.626061		2.362828		0.002707
0.628485		2.362828		0.002781
0.630909		2.362828		0.002856
0.633333		2.362828		0.002934
0.635758		2.362828		0.003013
0.638182		2.362828		0.003094
0.640606		2.362828		0.003176
0.643030		2.362828		0.003261
0.645455		2.362828		0.003348
0.647879		2.362828		0.003437
0.650303		2.362828		0.003527
0.652727		2.362828		0.003620
0.655152		2.362828		0.003715
0.657576		2.362828		0.003812
0.660000		2.362828		0.003911
0.662424		2.362828		0.004013
0.664848		2.362828		0.004117
0.667273		2.362828		0.004223
0.669697		2.362828		0.004332
0.672121		2.362828		0.004443
0.674545		2.362828		0.004556
0.676970		2.362828		0.004672
0.679394		2.362828		0.004791
0.681818		2.362828		0.004912
0.684242		2.362828		0.005036
0.686667		2.362828		0.005163
0.689091		2.362828		0.005292
0.691515		2.362828		0.005424
0.693939		2.362828		0.005560
0.696364		2.362828		0.005698
0.698788		2.362828		0.005839
0.701212		2.362828		0.005983
0.703636		2.362828		0.006130
0.706061		2.362828		0.006281
0.708485		2.362828		0.006435
0.710909		2.362828		0.006592
0.713333		2.362828		0.006752
0.715758		2.362828		0.006916
0.718182		2.362828		0.007083
0.720606		2.362828		0.007254
0.723030		2.362828		0.007429
0.725455		2.362828		0.007607
0.727879		2.362828		0.007789
0.730303		2.362828		0.007975
0.732727		2.362828		0.008165
0.735152		2.362828		0.008358
0.737576		2.362828		0.008556
0.740000		2.362828		0.008758
0.742424		2.362828		0.008964
0.744848		2.362828		0.009174
0.747273		2.362828		0.009389
0.749697		2.362828		0.009608
0.752121		2.362828		0.009832
0.754545		2.362828		0.010060
0.756970		2.362828		0.010293
0.759394		2.362828		0.010530
0.761818		2.362828		0.010772
0.764242		2.362828		0.011020
0.766667		2.362828		0.011272
0.769091		2.362828		0.011529
0.771515		2.362828		0.011792
0.773939		2.362828		0.012060
0.776364		2.362828		0.012333
0.778788		2.362828		0.012612
0.781212		2.362828		0.012896
0.783636		2.362828		0.013186
0.786061		2.362828		0.013481
0.788485		2.362828		0.013783
0.790909		2.362828		0.014090
0.793333		2.362828		0.014403
0.795758		2.362828		0.014723
0.798182		2.362828		0.015049
0.800606		2.362828		0.015381
0.803030		2.362828		0.015719
0.805455		2.362828		0.016064
0.807879		2.362828		0.016416
0.810303		2.362828		0.016775
0.812727		2.362828		0.017141
0.815152		2.362828		0.017513
0.817576		2.362828		0.017893
0.820000		2.362828		0.018280
0.580000		2.390303		0.001624
0.582424		2.390303		0.001672
0.584848		2.390303		0.001720
0.587273		2.390303		0.001770
0.589697		2.390303		0.001821
0.592121		2.390303		0.001873
0.594545		2.390303		0.001927
0.596970		2.390303		0.001982
0.599394		2.390303		0.002038
0.601818		2.390303		0.002096
0.604242		2.390303		0.002155
0.606667		2.390303		0.002215
0.609091		2.390303		0.002277
0.611515		2.390303		0.002340
0.613939		2.390303		0.002405
0.616364		2.390303		0.002472
0.618788		2.390303		0.002540
0.621212		2.390303		0.002610
0.623636		2.390303		0.002681
0.626061		2.390303		0.002754
0.628485		2.390303		0.002829
0.630909		2.390303		0.002905
0.633333		2.390303		0.002983
0.635758		2.390303		0.003063
0.638182		2.390303		0.003145
0.640606		2.390303		0.003229
0.643030		2.390303		0.003315
0.645455		2.390303		0.003403
0.647879		2.390303		0.003493
0.650303		2.390303		0.003585
0.652727		2.390303		0.003679
0.655152		2.390303		0.003775
0.657576		2.390303		0.003873
0.660000		2.390303		0.003973
0.662424		2.390303		0.004076
0.664848		2.390303		0.004181
0.667273		2.390303		0.004289
0.669697		2.390303		0.004399
0.672121		2.390303		0.004511
0.674545		2.390303		0.004626
0.676970		2.390303		0.004743
0.679394		2.390303		0.004864
0.681818		2.390303		0.004986
0.684242		2.390303		0.005112
0.686667		2.390303		0.005240
0.689091		2.390303		0.005371
0.691515		2.390303		0.005505
0.693939		2.390303		0.005641
0.696364		2.390303		0.005781
0.698788		2.390303		0.005924
0.701212		2.390303		0.006070
0.703636		2.390303		0.006219
0.706061		2.390303		0.006371
0.708485		2.390303		0.006526
0.710909		2.390303		0.006685
0.713333		2.390303		0.006848
0.715758		2.390303		0.007013
0.718182		2.390303		0.007182
0.720606		2.390303		0.007355
0.723030		2.390303		0.007532
0.725455		2.390303		0.007712
0.727879		2.390303		0.007896
0.730303		2.390303		0.008084
0.732727		2.390303		0.008275
0.735152		2.390303		0.008471
0.737576		2.390303		0.008671
0.740000		2.390303		0.008875
0.742424		2.390303		0.009083
0.744848		2.390303		0.009296
0.747273		2.390303		0.009512
0.749697		2.390303		0.009734
0.752121		2.390303		0.009960
0.754545		2.390303		0.010190
0.756970		2.390303		0.010425
0.759394		2.390303		0.010665
0.761818		2.390303		0.010910
0.764242		2.390303		0.011160
0.766667		2.390303		0.011414
0.769091		2.390303		0.011674
0.771515		2.390303		0.011939
0.773939		2.390303		0.012210
0.776364		2.390303		0.012486
0.778788		2.390303		0.012767
0.781212		2.390303		0.013054
0.783636		2.390303		0.013346
0.786061		2.390303		0.013645
0.788485		2.390303		0.013949
0.790909		2.390303		0.014259
0.793333		2.390303		0.014575
0.795758		2.390303		0.014898
0.798182		2.390303		0.015227
0.800606		2.390303		0.015562
0.803030		2.390303		0.015903
0.805455		2.390303		0.016252
0.807879		2.390303		0.016607
0.810303		2.390303		0.016968
0.812727		2.390303		0.017337
0.815152		2.390303		0.017713
0.817576		2.390303		0.018096
0.820000		2.390303		0.018486
0.580000		2.417778		0.001655
0.582424		2.417778		0.001703
0.584848		2.417778		0.001753
0.587273		2.417778		0.001803
0.589697		2.417778		0.001855
0.592121		2.417778		0.001908
0.594545		2.417778		0.001962
0.596970		2.417778		0.002018
0.599394		2.417778		0.002075
0.601818		2.417778		0.002134
0.604242		2.417778		0.002193
0.606667		2.417778		0.002255
0.609091		2.417778		0.002317
0.611515		2.417778		0.002382
0.613939		2.417778		0.002448
0.616364		2.417778		0.002515
0.618788		2.417778		0.002584
0.621212		2.417778		0.002654
0.623636		2.417778		0.002727
0.626061		2.417778		0.002801
0.628485		2.417778		0.002876
0.630909		2.417778		0.002954
0.633333		2.417778		0.003033
0.635758		2.417778		0.003114
0.638182		2.417778		0.003197
0.640606		2.417778		0.003282
0.643030		2.417778		0.003369
0.645455		2.417778		0.003458
0.647879		2.417778		0.003549
0.650303		2.417778		0.003642
0.652727		2.417778		0.003737
0.655152		2.417778		0.003834
0.657576		2.417778		0.003934
0.660000		2.417778		0.004036
0.662424		2.417778		0.004140
0.664848		2.417778		0.004246
0.667273		2.417778		0.004355
0.669697		2.417778		0.004466
0.672121		2.417778		0.004580
0.674545		2.417778		0.004696
0.676970		2.417778		0.004815
0.679394		2.417778		0.004937
0.681818		2.417778		0.005061
0.684242		2.417778		0.005188
0.686667		2.417778		0.005317
0.689091		2.417778		0.005450
0.691515		2.417778		0.005585
0.693939		2.417778		0.005723
0.696364		2.417778		0.005865
0.698788		2.417778		0.006009
0.701212		2.417778		0.006157
0.703636		2.417778		0.006307
0.706061		2.417778		0.006461
0.708485		2.417778		0.006619
0.710909		2.417778		0.006779
0.713333		2.417778		0.006943
0.715758		2.417778		0.007111
0.718182		2.417778		0.007282
0.720606		2.417778		0.007457
0.723030		2.417778		0.007635
0.725455		2.417778		0.007817
0.727879		2.417778		0.008003
0.730303		2.417778		0.008193
0.732727		2.417778		0.008387
0.735152		2.417778		0.008584
0.737576		2.417778		0.008786
0.740000		2.417778		0.008992
0.742424		2.417778		0.009203
0.744848		2.417778		0.009417
0.747273		2.417778		0.009636
0.749697		2.417778		0.009860
0.752121		2.417778		0.010088
0.754545		2.417778		0.010321
0.756970		2.417778		0.010559
0.759394		2.417778		0.010801
0.761818		2.417778		0.011048
0.764242		2.417778		0.011300
0.766667		2.417778		0.011558
0.769091		2.417778		0.011820
0.771515		2.417778		0.012088
0.773939		2.417778		0.012361
0.776364		2.417778		0.012639
0.778788		2.417778		0.012923
0.781212		2.417778		0.013213
0.783636		2.417778		0.013508
0.786061		2.417778		0.013809
0.788485		2.417778		0.014116
0.790909		2.417778		0.014429
0.793333		2.417778		0.014749
0.795758		2.417778		0.015074
0.798182		2.417778		0.015406
0.800606		2.417778		0.015744
0.803030		2.417778		0.016089
0.805455		2.417778		0.016440
0.807879		2.417778		0.016798
0.810303		2.417778		0.017163
0.812727		2.417778		0.017535
0.815152		2.417778		0.017914
0.817576		2.417778		0.018301
0.820000		2.417778		0.018694
0.580000		2.445253		0.001687
0.582424		2.445253		0.001735
0.584848		2.445253		0.001785
0.587273		2.445253		0.001837
0.589697		2.445253		0.001889
0.592121		2.445253		0.001943
