101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.122000		0.070000		16.809617
0.123000		0.070000		17.225540
0.124000		0.070000		17.647895
0.125000		0.070000		18.076768
0.126000		0.070000		18.512252
0.127000		0.070000		18.954443
0.128000		0.070000		19.403440
0.129000		0.070000		19.859346
0.130000		0.070000		20.322267
0.131000		0.070000		20.792314
0.132000		0.070000		21.269600
0.133000		0.070000		21.754241
0.134000		0.070000		22.246357
0.135000		0.070000		22.746069
0.136000		0.070000		23.253502
0.137000		0.070000		23.768784
0.138000		0.070000		24.292044
0.139000		0.070000		24.823415
0.140000		0.070000		25.363030
0.141000		0.070000		25.911025
0.142000		0.070000		26.467538
0.143000		0.070000		27.032708
0.144000		0.070000		27.606676
0.145000		0.070000		28.189583
0.146000		0.070000		28.781572
0.147000		0.070000		29.382786
0.148000		0.070000		29.993371
0.149000		0.070000		30.613471
0.150000		0.070000		31.243231
0.151000		0.070000		31.882797
0.152000		0.070000		32.532313
0.153000		0.070000		33.191926
0.154000		0.070000		33.861781
0.155000		0.070000		34.542021
0.156000		0.070000		35.232791
0.157000		0.070000		35.934234
0.158000		0.070000		36.646493
0.159000		0.070000		37.369708
0.160000		0.070000		38.104021
0.161000		0.070000		38.849568
0.162000		0.070000		39.606488
0.163000		0.070000		40.374917
0.164000		0.070000		41.154988
0.165000		0.070000		41.946834
0.166000		0.070000		42.750585
0.167000		0.070000		43.566369
0.168000		0.070000		44.394311
0.169000		0.070000		45.234537
0.170000		0.070000		46.087167
0.171000		0.070000		46.952320
0.172000		0.070000		47.830112
0.173000		0.070000		48.720658
0.174000		0.070000		49.624068
0.175000		0.070000		50.540450
0.176000		0.070000		51.469909
0.177000		0.070000		52.412548
0.178000		0.070000		53.368466
0.179000		0.070000		54.337760
0.180000		0.070000		55.320522
0.181000		0.070000		56.316842
0.182000		0.070000		57.326806
0.183000		0.070000		58.350498
0.184000		0.070000		59.387998
0.185000		0.070000		60.439382
0.186000		0.070000		61.504723
0.187000		0.070000		62.584091
0.188000		0.070000		63.677551
0.189000		0.070000		64.785166
0.190000		0.070000		65.906995
0.191000		0.070000		67.043093
0.192000		0.070000		68.193511
0.193000		0.070000		69.358298
0.194000		0.070000		70.537498
0.195000		0.070000		71.731151
0.196000		0.070000		72.939295
0.197000		0.070000		74.161963
0.198000		0.070000		75.399184
0.199000		0.070000		76.650984
0.200000		0.070000		77.917386
0.100000		0.080000		9.126143
0.101000		0.080000		9.413658
0.102000		0.080000		9.706718
0.103000		0.080000		10.005334
0.104000		0.080000		10.309518
0.105000		0.080000		10.619286
0.106000		0.080000		10.934656
0.107000		0.080000		11.255649
0.108000		0.080000		11.582292
0.109000		0.080000		11.914611
0.110000		0.080000		12.252638
0.111000		0.080000		12.596410
0.112000		0.080000		12.945963
0.113000		0.080000		13.301342
0.114000		0.080000		13.662593
0.115000		0.080000		14.029765
0.116000		0.080000		14.402912
0.117000		0.080000		14.782092
0.118000		0.080000		15.167367
0.119000		0.080000		15.558803
0.120000		0.080000		15.956469
0.121000		0.080000		16.360438
0.122000		0.080000		16.770788
0.123000		0.080000		17.187599
0.124000		0.080000		17.610957
0.125000		0.080000		18.040951
0.126000		0.080000		18.477672
0.127000		0.080000		18.921218
0.128000		0.080000		19.371686
0.129000		0.080000		19.829181
0.130000		0.080000		20.293809
0.131000		0.080000		20.765679
0.132000		0.080000		21.244905
0.133000		0.080000		21.731601
0.134000		0.080000		22.225887
0.135000		0.080000		22.727883
0.136000		0.080000		23.237715
0.137000		0.080000		23.755508
0.138000		0.080000		24.281391
0.139000		0.080000		24.815495
0.140000		0.080000		25.357953
0.141000		0.080000		25.908901
0.142000		0.080000		26.468473
0.143000		0.080000		27.036809
0.144000		0.080000		27.614047
0.145000		0.080000		28.200329
0.146000		0.080000		28.795795
0.147000		0.080000		29.400588
0.148000		0.080000		30.014851
0.149000		0.080000		30.638728
0.150000		0.080000		31.272362
0.151000		0.080000		31.915898
0.152000		0.080000		32.569480
0.153000		0.080000		33.233251
0.154000		0.080000		33.907355
0.155000		0.080000		34.591936
0.156000		0.080000		35.287136
0.157000		0.080000		35.993097
0.158000		0.080000		36.709959
0.159000		0.080000		37.437864
0.160000		0.080000		38.176949
0.161000		0.080000		38.927351
0.162000		0.080000		39.689208
0.163000		0.080000		40.462652
0.164000		0.080000		41.247818
0.165000		0.080000		42.044834
0.166000		0.080000		42.853832
0.167000		0.080000		43.674936
0.168000		0.080000		44.508273
0.169000		0.080000		45.353964
0.170000		0.080000		46.212129
0.171000		0.080000		47.082886
0.172000		0.080000		47.966350
0.173000		0.080000		48.862633
0.174000		0.080000		49.771845
0.175000		0.080000		50.694093
0.176000		0.080000		51.629480
0.177000		0.080000		52.578108
0.178000		0.080000		53.540074
0.179000		0.080000		54.515473
0.180000		0.080000		55.504397
0.181000		0.080000		56.506934
0.182000		0.080000		57.523169
0.183000		0.080000		58.553185
0.184000		0.080000		59.597060
0.185000		0.080000		60.654868
0.186000		0.080000		61.726681
0.187000		0.080000		62.812568
0.188000		0.080000		63.912594
0.189000		0.080000		65.026818
0.190000		0.080000		66.155299
0.191000		0.080000		67.298090
0.192000		0.080000		68.455242
0.193000		0.080000		69.626801
0.194000		0.080000		70.812810
0.195000		0.080000		72.013309
0.196000		0.080000		73.228333
0.197000		0.080000		74.457913
0.198000		0.080000		75.702079
0.199000		0.080000		76.960854
0.200000		0.080000		78.234260
0.100000		0.090000		9.093870
0.101000		0.090000		9.380301
